coid,tic,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),ceo_name,2DirectorName,2First,2Last,3FirstName,3LastName,1ceo_race(black),2BE,3RoleType,3RoleName,3Seniority,2020_Active,2020_Active_May26_Dec31,2020_CEO_Change,2020_2CEOs,2Female,2Gender,2AnnDate,2EndDate,3DateStartRole,3DateEndRole,X3num,X3CompanyID,X3DirectorID,2num,2permno,2Confounded,2Interim
173,ES,EVERSOURCE ENERGY,NA,EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015),7970,0,CAUCASIAN/WHITE,Jim Judge,,,,Jim,Judge,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/3/17,5/5/21,164,22660,206005,NA,NA,NA,NA
174,CTAS,CINTAS CORP,NA,CINTAS CORP,3062,0,CAUCASIAN/WHITE,Scott Farmer,,,,Scott,Farmer,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/30/16,5/31/21,105,6877,38311,NA,NA,NA,NA
175,FITB,FIFTH THIRD BANCORP,Fifth Third Bancorp,FIFTH THIRD BANCORP,4640,0,CAUCASIAN/WHITE,Greg Carmichael,,,,Greg,Carmichael,NA,0,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,0,M,7/8/15,NA,2/1/18,10/26/20,185,324,203638,63,34746,0,0
176,KR,KROGER CO,NA,KROGER CO,6502,0,CAUCASIAN/WHITE,William McMullen,,,,William,McMullen,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/15,NA,271,18195,35937,NA,NA,NA,NA
177,PG,PROCTER & GAMBLE CO,NA,PROCTER & GAMBLE CO,8762,0,CAUCASIAN/WHITE,David Taylor,,,,David,Taylor,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/16,11/1/21,379,25150,549272,NA,NA,NA,NA
178,IPGP,IPG PHOTONICS CORP,NA,IPG PHOTONICS CORP,175955,0,CAUCASIAN/WHITE,Doctor Valentin Gapontsev,,,,Valentin,Gapontsev,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/98,5/4/21,245,16949,552050,NA,NA,NA,NA
179,WAT,WATERS CORP,NA,NA,61574,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,WELL,WELLTOWER INC,NA,WELLTOWER INC (Health Care REIT Inc prior to 09/2015),5543,0,CAUCASIAN/WHITE,Tom DeRosa,,,,Tom,DeRosa,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/2/19,10/5/20,500,14484,183802,NA,NA,NA,NA
181,BDX,BECTON DICKINSON & CO,NA,NA,2111,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,CTSH,COGNIZANT TECH SOLUTIONS,NA,COGNIZANT TECHNOLOGY SOLUTIONS CORP,111864,0,CAUCASIAN/WHITE,Brian Humphries,,,,Brian,Humphries,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/19,1/12/23,109,7256,515842,NA,NA,NA,NA
183,BALL,BALL CORP,NA,BALL CORP,1988,0,CAUCASIAN/WHITE,John Hayes,,,,John,Hayes,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/24/13,1/1/21,45,3439,456592,NA,NA,NA,NA
184,TAP,MOLSON COORS BEVERAGE CO,NA,MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020),3505,0,CAUCASIAN/WHITE,Gavin Hattersley,,,,Gavin,Hattersley,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/28/19,NA,451,7847,1202080,NA,NA,NA,NA
185,DOV,DOVER CORP,NA,DOVER CORP,4058,0,CAUCASIAN/WHITE,Rich Tobin,,,,Rich,Tobin,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/1/18,2/10/24,132,9555,480780,NA,NA,NA,NA
186,AME,AMETEK INC,NA,AMETEK INC,1598,0,CAUCASIAN/WHITE,David Zapico,,,,David,Zapico,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/7/17,NA,26,2058,205055,NA,NA,NA,NA
187,LNC,LINCOLN NATIONAL CORP,NA,LINCOLN NATIONAL CORP,6742,0,CAUCASIAN/WHITE,Dennis Glass,,,,Dennis,Glass,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/6/07,5/27/22,282,18908,54612,NA,NA,NA,NA
188,WST,WEST PHARMACEUTICAL SVSC INC,NA,WEST PHARMACEUTICAL SERVICES INC,11376,0,CAUCASIAN/WHITE,Eric Green,,,,Eric,Green,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/17/15,5/24/22,508,33314,1194462,NA,NA,NA,NA
189,APH,AMPHENOL CORP,NA,AMPHENOL CORP,14282,0,CAUCASIAN/WHITE,Richard Norwitt,,,,Richard,Norwitt,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/5/09,NA,35,2100,496788,NA,NA,NA,NA
190,VLO,VALERO ENERGY CORP,NA,NA,15247,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,SYK,STRYKER CORP,NA,STRYKER CORP,10115,1,INDIAN/SOUTH ASIAN,Kevin Lobo,,,,Kevin,Lobo,NA,NA,CEO,Chair/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/1/18,10/1/21,449,29405,1117420,NA,NA,NA,NA
192,FTV,FORTIVE CORP,NA,FORTIVE CORP,26590,0,CAUCASIAN/WHITE,Jim Lico,,,,Jim,Lico,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/2/16,NA,194,2482889,372492,NA,NA,NA,NA
193,PAYX,PAYCHEX INC,NA,PAYCHEX INC,8402,0,CAUCASIAN/WHITE,Martin Mucci,,,,Martin,Mucci,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/14/10,12/1/21,370,23945,39151,NA,NA,NA,NA
194,BF.B,BROWN FORMAN CORP,NA,BROWN FORMAN CORP,2435,0,CAUCASIAN/WHITE,Lawson Whiting,,,,Lawson,Whiting,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/28/19,NA,51,5210,1113025,NA,NA,NA,NA
195,HUM,HUMANA INC,NA,HUMANA INC,27914,0,CAUCASIAN/WHITE,Bruce Broussard,,,,Bruce,Broussard,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/13,1/8/24,229,15207,272234,NA,NA,NA,NA
196,YUM,YUM BRANDS INC,NA,NA,65417,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,AMGN,AMGEN INC,NA,AMGEN INC,1602,0,CAUCASIAN/WHITE,Bob Bradway,,,,Bob,Bradway,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/13,NA,27,2068,534543,NA,NA,NA,NA
198,TDY,TELEDYNE TECHNOLOGIES INC,NA,NA,126721,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,HWM,HOWMET AEROSPACE INC,NA,NA,28192,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,KHC,KRAFT HEINZ CO,NA,NA,5568,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,PNC,PNC FINANCIAL SVCS GROUP INC,NA,PNC FINANCIAL SERVICES GROUP INC,8245,0,CAUCASIAN/WHITE,William Demchak,,,,William,Demchak,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/22/14,2/20/24,388,24669,44576,NA,NA,NA,NA
202,PPG,PPG INDUSTRIES INC,NA,PPG INDUSTRIES INC,8247,0,CAUCASIAN/WHITE,Michael McGarry,,,,Michael,McGarry,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/1/16,1/1/23,394,24887,624113,NA,NA,NA,NA
203,WAB,WABTEC CORP,NA,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,60979,1,HISPANIC/LATIN AMERICAN,Rafael Santana,,,,Rafael,Santana,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/19,NA,497,33000,1188120,NA,NA,NA,NA
204,CTLT,CATALENT INC,NA,CATALENT INC,20228,0,CAUCASIAN/WHITE,John Chiminski,,,,John,Chiminski,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/13/19,7/1/22,106,2129696,1047323,NA,NA,NA,NA
205,DXCM,DEXCOM INC,NA,DEXCOM INC,162887,0,CAUCASIAN/WHITE,Kevin Sayer,,,,Kevin,Sayer,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/30/18,NA,142,373917,346517,NA,NA,NA,NA
206,ILMN,ILLUMINA INC,NA,ILLUMINA INC,138205,1,INDIAN/SOUTH ASIAN,Francis DeSouza,,,,Francis,DeSouza,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/5/16,6/11/23,234,15581,647025,NA,NA,NA,NA
207,O,REALTY INCOME CORP,NA,REALTY INCOME CORP,30822,1,INDIAN/SOUTH ASIAN,Sumit Roy,,,,Sumit,Roy,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/16/18,NA,358,25864,1128307,NA,NA,NA,NA
208,QCOM,QUALCOMM INC,NA,QUALCOMM INC,24800,0,CAUCASIAN/WHITE,Doctor Irwin Jacobs,,,,Irwin,Jacobs,NA,NA,CEO,Chairman/CEO Emeritus,Executive Director,,1,1,1,NA,NA,NA,NA,3/6/12,NA,406,25529,34486,NA,NA,NA,NA
208,QCOM,QUALCOMM INC,NA,QUALCOMM INC,24800,0,CAUCASIAN/WHITE,Steve Mollenkopf,,,,Steve,Mollenkopf,NA,NA,CEO,CEO,Executive Director,,1,1,1,NA,NA,NA,NA,3/4/14,6/30/21,407,25529,640531,NA,NA,NA,NA
209,RMD,RESMED INC,NA,RESMED INC,31887,1,OTHER,Mick Farrell,,,,Mick,Farrell,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/1/13,1/25/23,419,26113,1089889,NA,NA,NA,NA
210,SRE,SEMPRA ENERGY,Sempra Energy,NA,8272,0,CAUCASIAN/WHITE,Donald Felsinger,,,,Donald,Felsinger,NA,0,CEO,NA,NA,,NA,NA,NA,0,M,12/7/05,NA,NA,NA,NA,NA,NA,84,86136,0,0
211,JNJ,JOHNSON & JOHNSON,NA,JOHNSON & JOHNSON,6266,0,CAUCASIAN/WHITE,Alex Gorsky,,,,Alex,Gorsky,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/28/12,1/3/22,256,17478,747756,NA,NA,NA,NA
212,CFG,CITIZENS FINANCIAL GROUP INC,NA,CITIZENS FINANCIAL GROUP INC,21825,0,CAUCASIAN/WHITE,Bruce van Saun,,,,Bruce,van Saun,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/24/14,NA,79,2150201,35815,NA,NA,NA,NA
213,CVS,CVS HEALTH CORP,NA,CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),7241,0,CAUCASIAN/WHITE,Larry Merlo,,,,Larry,Merlo,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/1/11,2/1/21,113,8468,45626,NA,NA,NA,NA
214,HAS,HASBRO INC,NA,HASBRO INC,5518,0,CAUCASIAN/WHITE,Brian Goldner,,,,Brian,Goldner,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/6/17,10/12/21,210,14399,205487,NA,NA,NA,NA
215,TXT,TEXTRON INC,NA,TEXTRON INC,10519,0,CAUCASIAN/WHITE,Scott Donnelly,,,,Scott,Donnelly,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/1/10,NA,470,30529,32459,NA,NA,NA,NA
216,DISH,DISH NETWORK CORP,NA,NA,60900,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,HRL,HORMEL FOODS CORP,NA,HORMEL FOODS CORP,5709,0,CAUCASIAN/WHITE,Jim Snee,,,,Jim,Snee,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/20/17,NA,224,15070,806078,NA,NA,NA,NA
218,DRI,DARDEN RESTAURANTS INC,Darden Restaurants,DARDEN RESTAURANTS INC,31846,0,CAUCASIAN/WHITE,Gene Lee Jr,Clarence Otis,Clarence,Otis,Gene,Lee Jr,NA,1,CEO,President/CEO,Executive Director,,1,NA,NA,0,M,8/12/04,NA,2/22/15,1/4/21,135,8697,200799,135,81655,1,0
219,ABBV,ABBVIE INC,NA,ABBVIE INC,16101,1,HISPANIC/LATIN AMERICAN,Rick Gonzalez,,,,Rick,Gonzalez,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/2/13,NA,6,1921326,33494,NA,NA,NA,NA
220,ABT,ABBOTT LABORATORIES,NA,NA,1078,1,HISPANIC/LATIN AMERICAN,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,BAX,BAXTER INTERNATIONAL INC,NA,BAXTER INTERNATIONAL INC,2086,1,HISPANIC/LATIN AMERICAN,Joe Almeida,,,,Joe,Almeida,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/16,NA,46,3684,327852,NA,NA,NA,NA
222,CAT,CATERPILLAR INC,NA,CATERPILLAR INC,2817,0,CAUCASIAN/WHITE,Jim Umpleby III,,,,Jim,Umpleby III,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/12/18,NA,68,6052,1079119,NA,NA,NA,NA
223,CDW,CDW CORP,NA,CDW CORP,28320,0,CAUCASIAN/WHITE,Chris Leahy,,,,Chris,Leahy,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,1/5/23,76,1961452,452866,NA,NA,NA,NA
224,CF,CF INDUSTRIES HOLDINGS INC,NA,CF INDUSTRIES HLDGS INC,163946,0,CAUCASIAN/WHITE,Tony Will,,,,Tony,Will,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/2/14,NA,78,665753,534187,NA,NA,NA,NA
225,DFS,DISCOVER FINANCIAL SVCS,NA,DISCOVER FINANCIAL SERVICES INC,177376,0,CAUCASIAN/WHITE,Roger Hochschild,,,,Roger,Hochschild,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/18,8/14/23,124,78171,33852,NA,NA,NA,NA
226,FBHS,FORTUNE BRANDS HOME & SECUR,NA,NA,188255,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,GWW,GRAINGER (W W) INC,NA,WW GRAINGER INC,5256,0,CAUCASIAN/WHITE,DG Macpherson,,,,DG,Macpherson,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/17,NA,208,13725,881638,NA,NA,NA,NA
228,PKG,PACKAGING CORP OF AMERICA,NA,PACKAGING CORP OF AMERICA,128978,0,CAUCASIAN/WHITE,Mark Kowlzan,,,,Mark,Kowlzan,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/16,NA,384,23635,205273,NA,NA,NA,NA
229,WBA,WALGREENS BOOTS ALLIANCE INC,Walgreens,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),11264,0,CAUCASIAN/WHITE,Stefano Pessina,Rosalind Brewer,Rosalind,Brewer,Stefano,Pessina,NA,1,CEO,Executive Vice Chairman/CEO,Executive Director,,1,NA,NA,1,F,1/26/21,NA,7/9/15,3/15/21,498,33026,3997,94,19502,0,0
230,ZBRA,ZEBRA TECHNOLOGIES CP -CL A,NA,ZEBRA TECHNOLOGIES CORP,24405,0,CAUCASIAN/WHITE,Anders Gustafsson,,,,Anders,Gustafsson,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/4/07,3/1/23,521,34075,204453,NA,NA,NA,NA
231,ABC,AMERISOURCEBERGEN CORP,NA,NA,31673,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,UHS,UNIVERSAL HEALTH SVCS INC,NA,UNIVERSAL HEALTH SERVICES INC,11032,0,CAUCASIAN/WHITE,Alan Miller,,,,Alan,Miller,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/20/09,1/1/21,474,31865,81852,NA,NA,NA,NA
233,ABMD,ABIOMED INC,NA,ABIOMED INC (De-listed 12/2022),13619,0,CAUCASIAN/WHITE,Mike Minogue,,,,Mike,Minogue,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/15/05,12/22/22,7,481,336173,NA,NA,NA,NA
234,BKNG,BOOKING HOLDINGS INC,NA,BOOKING HOLDINGS INC (Priceline Group Inc (The) prior to 02/2018),119314,0,CAUCASIAN/WHITE,Glenn Fogel,,,,Glenn,Fogel,NA,NA,CEO,President/CEO/Division CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/26/19,NA,56,25022,549248,NA,NA,NA,NA
235,CHTR,CHARTER COMMUNICATIONS INC,NA,CHARTER COMMUNICATIONS INC (Spectrum),126136,0,CAUCASIAN/WHITE,Tom Rutledge,,,,Tom,Rutledge,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/26/16,11/30/22,82,1661731,334487,NA,NA,NA,NA
236,IT,GARTNER INC,NA,GARTNER INC (Gartner Group Inc prior to 08/2001),12441,0,CAUCASIAN/WHITE,Gene Hall,,,,Gene,Hall,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/3/04,NA,250,12862,35090,NA,NA,NA,NA
237,PBCT,PEOPLE'S UNITED FINL INC,NA,PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022),16245,0,CAUCASIAN/WHITE,Jack Barnes,,,,Jack,Barnes,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/26/18,4/4/22,371,1013530,204547,NA,NA,NA,NA
238,SYF,SYNCHRONY FINANCIAL,NA,SYNCHRONY FINANCIAL,20686,0,CAUCASIAN/WHITE,Margaret Keane,,,,Margaret,Keane,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/2/19,4/1/21,448,2129744,1111132,NA,NA,NA,NA
239,URI,UNITED RENTALS INC,NA,UNITED RENTALS INC,66065,0,CAUCASIAN/WHITE,Matt Flannery,,,,Matt,Flannery,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/8/19,NA,480,32144,628081,NA,NA,NA,NA
240,WRB,BERKLEY (W R) CORP,NA,NA,14822,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,XRX,XEROX HOLDINGS CORP,Xerox,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),11636,0,CAUCASIAN/WHITE,John Visentin,Ursula Burns,Ursula,Burns,John,Visentin,NA,1,CEO,Vice Chairman/CEO,Executive Director,,1,NA,NA,1,F,5/21/09,NA,5/14/18,6/28/22,516,33850,1117881,97,27983,1,0
242,CI,CIGNA CORP,NA,THE CIGNA GROUP (Cigna Corp prior to 02/2023),2547,0,CAUCASIAN/WHITE,David Cordani,,,,David,Cordani,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/25/09,1/1/22,83,6837,486024,NA,NA,NA,NA
243,HIG,HARTFORD FINANCIAL SERVICES,NA,HARTFORD FINANCIAL SERVICES GROUP INC,61739,0,CAUCASIAN/WHITE,Chris Swift,,,,Chris,Swift,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/5/15,NA,216,14372,1073631,NA,NA,NA,NA
244,OTIS,OTIS WORLDWIDE CORP,NA,NA,36190,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,SWK,STANLEY BLACK & DECKER INC,NA,STANLEY BLACK & DECKER INC,10016,0,CAUCASIAN/WHITE,Jim Loree,,,,Jim,Loree,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/1/16,2/23/21,446,29065,204774,NA,NA,NA,NA
246,CTVA,CORTEVA INC,NA,CORTEVA INC,35168,0,CAUCASIAN/WHITE,Jim Collins Jr,,,,Jim,Collins Jr,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/3/19,11/1/21,110,3039776,1010737,NA,NA,NA,NA
247,DRE,DUKE REALTY CORP,NA,DUKE REALTY CORP (De-listed 10/2022),13510,0,CAUCASIAN/WHITE,Jim Connor,,,,Jim,Connor,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/26/17,10/3/22,134,9730,333005,NA,NA,NA,NA
248,ELV,ELEVANCE HEALTH INC,NA,ELEVANCE HEALTH INC (Anthem Inc prior to 06/2022),145046,0,CAUCASIAN/WHITE,Gail Boudreaux,,,,Gail,Boudreaux,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/20/17,NA,154,2273,184069,NA,NA,NA,NA
249,LLY,LILLY (ELI) & CO,Eli Lilly and Co.,ELI LILLY & CO,6730,0,CAUCASIAN/WHITE,Dave Ricks,Derica Rice,Derica,Rice,Dave,Ricks,NA,1,CEO,Chair/President/CEO,Executive Director,,1,NA,NA,0,M,5/6/13,NA,6/1/17,NA,280,18888,1068880,71,50876,1,1
250,SPG,SIMON PROPERTY GROUP INC,NA,SIMON PROPERTY GROUP INC,29389,0,CAUCASIAN/WHITE,David Simon,,,,David,Simon,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/15/19,NA,441,28041,70877,NA,NA,NA,NA
251,AZO,AUTOZONE INC,NA,AUTOZONE INC,23809,0,CAUCASIAN/WHITE,Bill Rhodes III,,,,Bill,Rhodes III,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/6/07,1/2/24,43,3154,49966,NA,NA,NA,NA
252,FDX,FEDEX CORP,NA,FEDEX CORP,4598,0,CAUCASIAN/WHITE,Fred Smith,,,,Fred,Smith,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/17,5/31/22,181,11664,43076,NA,NA,NA,NA
253,IP,INTL PAPER CO,NA,INTERNATIONAL PAPER CO,6104,0,CAUCASIAN/WHITE,Mark Sutton,,,,Mark,Sutton,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/15,NA,243,16569,621903,NA,NA,NA,NA
254,MAA,MID-AMERICA APT CMNTYS INC,NA,MID-AMERICA APARTMENT COMMUNITIES INC,29649,0,CAUCASIAN/WHITE,H Bolton Jr,,,,H,Bolton Jr,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/02,NA,295,20625,341827,NA,NA,NA,NA
255,DG,DOLLAR GENERAL CORP,NA,DOLLAR GENERAL CORP,4016,0,CAUCASIAN/WHITE,Todd Vasos,,,,Todd,Vasos,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/3/15,11/1/22,125,1605214,487710,NA,NA,NA,NA
256,HCA,HCA HEALTHCARE INC,NA,HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017),22260,0,CAUCASIAN/WHITE,Sam Hazen,,,,Sam,Hazen,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,NA,213,1692837,35175,NA,NA,NA,NA
257,CTXS,CITRIX SYSTEMS INC,NA,NA,61676,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,KMX,CARMAX INC,NA,CARMAX INC,64410,0,CAUCASIAN/WHITE,Bill Nash,,,,Bill,Nash,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/1/16,NA,269,107377,1011736,NA,NA,NA,NA
259,AEP,AMERICAN ELECTRIC POWER CO,NA,AMERICAN ELECTRIC POWER CO INC,1440,0,CAUCASIAN/WHITE,Nick Akins,,,,Nick,Akins,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/14,8/10/22,14,1809,533555,NA,NA,NA,NA
260,BBWI,BATH & BODY WORKS INC,NA,BATH & BODY WORKS INC (L Brands Inc prior to 08/2021),6733,0,CAUCASIAN/WHITE,Leslie Wexner,,,,Leslie,Wexner,NA,NA,CEO,Chairman/CEO,Executive Director,1,0,NA,NA,NA,NA,NA,NA,1/1/02,5/14/20,49,18892,53436,NA,NA,NA,NA
261,CAH,CARDINAL HEALTH INC,NA,CARDINAL HEALTH INC,2751,0,CAUCASIAN/WHITE,Mike Kaufmann,,,,Mike,Kaufmann,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/1/19,9/1/22,66,5811,517277,NA,NA,NA,NA
262,HBAN,HUNTINGTON BANCSHARES,NA,HUNTINGTON BANCSHARES INC,5786,0,CAUCASIAN/WHITE,Steve Steinour,,,,Steve,Steinour,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/14/09,NA,211,15235,200105,NA,NA,NA,NA
